time,index,label,train_label,interval,ch1,ch2
600.872,150218,p,1,0,-0.09,-0.135
600.876,150219,p,1,0,-0.1,-0.125
600.88,150220,p,1,0,-0.09,-0.1
600.884,150221,p,1,0,-0.08,-0.075
600.888,150222,p,1,0,-0.08,-0.055
600.892,150223,p,1,0,-0.065,-0.035
600.896,150224,p,1,0,-0.015,-0.015
600.9,150225,p,1,0,0.02,0.0
600.904,150226,p,1,0,0.03,-0.005
600.908,150227,p,1,0,0.04,-0.01
600.912,150228,p,1,0,0.05,0.0
600.916,150229,p,1,0,0.07,0.01
600.92,150230,p,1,0,0.095,0.025
600.924,150231,p,1,0,0.13,0.03
600.928,150232,p,1,0,0.17,0.03
600.932,150233,p,1,0,0.215,-0.005
600.936,150234,p,1,0,0.26,-0.075
600.94,150235,p,1,0,0.285,-0.1
600.944,150236,p,1,0,0.3,-0.095
600.948,150237,p,1,0,0.31,-0.09
600.952,150238,p,1,0,0.31,-0.085
600.956,150239,p,1,0,0.34,-0.085
600.96,150240,p,1,0,0.385,-0.095
600.964,150241,p,1,0,0.385,-0.095
600.968,150242,p,1,0,0.365,-0.085
600.972,150243,p,1,0,0.34,-0.08
600.976,150244,p,1,0,0.305,-0.08
600.98,150245,p,1,0,0.255,-0.105
600.984,150246,p,1,0,0.2,-0.135
600.988,150247,p,1,0,0.15,-0.165
600.992,150248,p,1,0,0.105,-0.195
600.996,150249,p,1,0,0.07,-0.175
601.0,150250,p,1,0,0.1,-0.2
601.004,150251,na,0,0,0.04,-0.145
601.008,150252,na,0,0,0.05,-0.15
601.012,150253,na,0,0,0.015,-0.17
601.016,150254,na,0,0,-0.02,-0.19
601.02,150255,na,0,0,-0.015,-0.165
601.024,150256,na,0,0,-0.01,-0.14
601.028,150257,na,0,0,-0.01,-0.15
601.032,150258,na,0,0,-0.01,-0.16
601.036,150259,na,0,0,-0.01,-0.17
601.04,150260,na,0,0,-0.01,-0.18
601.044,150261,na,0,0,-0.02,-0.165
601.048,150262,na,0,0,-0.03,-0.15
601.052,150263,na,0,0,-0.025,-0.16
601.056,150264,N,2,0,-0.015,-0.175
601.06,150265,N,2,0,0.01,-0.19
601.064,150266,N,2,0,0.015,-0.175
601.068,150267,N,2,0,-0.03,-0.095
601.072,150268,N,2,0,-0.145,-0.075
601.076,150269,N,2,0,-0.355,-0.14
601.08,150270,N,2,0,-0.47,-0.33
601.084,150271,N,2,0,-0.455,-0.66
601.088,150272,N,2,0,-0.285,-0.985
601.092,150273,N,2,0,0.04,-1.315
601.096,150274,N,2,0,0.365,-1.595
601.1,150275,N,2,0,0.69,-1.84
601.104,150276,N,2,0,1.015,-1.75
601.108,150277,N,2,0,1.34,-1.43
601.112,150278,N,2,0,1.665,-1.19
601.116,150279,N,2,0,1.99,-0.99
601.12,150280,N,2,0,2.315,-0.72
601.124,150281,N,2,0,2.64,-0.42
601.128,150282,N,2,0,2.48,-0.27
601.132,150283,N,2,0,2.155,-0.17
601.136,150284,N,2,0,1.825,-0.09
601.14,150285,N,2,0,1.5,-0.015
601.144,150286,N,2,0,1.17,0.005
601.148,150287,N,2,0,0.845,0.015
601.152,150288,N,2,0,0.515,0.02
601.156,150289,N,2,0,0.19,0.025
601.16,150290,N,2,0,0.05,0.055
601.164,150291,N,2,0,-0.075,0.085
601.168,150292,na,0,0,-0.075,0.085
601.172,150293,na,0,0,-0.07,0.08
601.176,150294,na,0,0,-0.085,0.07
601.18,150295,na,0,0,-0.1,0.06
601.184,150296,na,0,0,-0.095,0.085
601.188,150297,na,0,0,-0.09,0.11
601.192,150298,na,0,0,-0.08,0.105
601.196,150299,na,0,0,-0.07,0.1
601.2,150300,na,0,0,-0.085,0.09
601.204,150301,na,0,0,-0.1,0.08
601.208,150302,na,0,0,-0.09,0.1
601.212,150303,na,0,0,-0.08,0.12
601.216,150304,na,0,0,-0.085,0.125
601.22,150305,na,0,0,-0.09,0.13
601.224,150306,na,0,0,-0.095,0.11
601.228,150307,na,0,0,-0.1,0.105
601.232,150308,na,0,0,-0.1,0.13
601.236,150309,na,0,0,-0.1,0.15
601.24,150310,na,0,0,-0.1,0.15
601.244,150311,na,0,0,-0.105,0.15
601.248,150312,t,3,0,-0.125,0.14
601.252,150313,t,3,0,-0.145,0.135
601.256,150314,t,3,0,-0.155,0.15
601.26,150315,t,3,0,-0.155,0.165
601.264,150316,t,3,0,-0.145,0.175
601.268,150317,t,3,0,-0.135,0.18
601.272,150318,t,3,0,-0.125,0.185
601.276,150319,t,3,0,-0.135,0.205
601.28,150320,t,3,0,-0.16,0.23
601.284,150321,t,3,0,-0.17,0.25
601.288,150322,t,3,0,-0.175,0.27
601.292,150323,t,3,0,-0.18,0.28
601.296,150324,t,3,0,-0.18,0.28
601.3,150325,t,3,0,-0.195,0.32
601.304,150326,t,3,0,-0.215,0.38
601.308,150327,t,3,0,-0.22,0.41
601.312,150328,t,3,0,-0.215,0.435
601.316,150329,t,3,0,-0.23,0.45
601.32,150330,t,3,0,-0.255,0.465
601.324,150331,t,3,0,-0.26,0.495
601.328,150332,t,3,0,-0.26,0.525
601.332,150333,t,3,0,-0.265,0.565
601.336,150334,t,3,0,-0.28,0.61
601.34,150335,t,3,0,-0.3,0.605
601.344,150336,t,3,0,-0.32,0.6
601.348,150337,t,3,0,-0.36,0.63
601.352,150338,t,3,0,-0.4,0.66
601.356,150339,t,3,0,-0.445,0.67
601.36,150340,t,3,0,-0.48,0.68
601.364,150341,t,3,0,-0.505,0.655
601.368,150342,t,3,0,-0.535,0.63
601.372,150343,t,3,0,-0.585,0.625
601.376,150344,t,3,0,-0.625,0.615
601.38,150345,t,3,0,-0.66,0.58
601.384,150346,t,3,0,-0.69,0.53
601.388,150347,t,3,0,-0.7,0.455
601.392,150348,t,3,0,-0.71,0.39
601.396,150349,t,3,0,-0.705,0.36
601.4,150350,t,3,0,-0.695,0.315
601.404,150351,t,3,0,-0.68,0.245
601.408,150352,t,3,0,-0.665,0.18
601.412,150353,t,3,0,-0.65,0.12
601.416,150354,t,3,0,-0.615,0.08
601.42,150355,t,3,0,-0.55,0.045
601.424,150356,t,3,0,-0.48,0.015
601.428,150357,na,0,0,-0.405,-0.015
601.432,150358,na,0,0,-0.32,-0.04
601.436,150359,na,0,0,-0.225,-0.07
601.44,150360,na,0,0,-0.15,-0.08
601.444,150361,na,0,0,-0.075,-0.08
601.448,150362,na,0,0,-0.015,-0.08
601.452,150363,na,0,0,0.04,-0.085
601.456,150364,na,0,0,0.1,-0.095
601.46,150365,na,0,0,0.155,-0.105
601.464,150366,na,0,0,0.19,-0.11
601.468,150367,na,0,0,0.22,-0.105
601.472,150368,na,0,0,0.25,-0.1
601.476,150369,na,0,0,0.275,-0.1
601.48,150370,na,0,0,0.285,-0.1
601.484,150371,na,0,0,0.295,-0.105
601.488,150372,na,0,0,0.3,-0.09
601.492,150373,na,0,0,0.3,-0.065
601.496,150374,na,0,0,0.3,-0.06
601.5,150375,na,0,0,0.3,-0.06
