time,index,label,train_label,interval,ch1,ch2
600.928,150232,p,1,0,-0.965,-0.655
600.932,150233,p,1,0,-0.945,-0.655
600.936,150234,p,1,0,-0.94,-0.66
600.94,150235,p,1,0,-0.93,-0.67
600.944,150236,p,1,0,-0.945,-0.655
600.948,150237,p,1,0,-0.94,-0.64
600.952,150238,p,1,0,-0.905,-0.62
600.956,150239,p,1,0,-0.86,-0.62
600.96,150240,p,1,0,-0.84,-0.635
600.964,150241,p,1,0,-0.815,-0.63
600.968,150242,p,1,0,-0.82,-0.64
600.972,150243,p,1,0,-0.845,-0.64
600.976,150244,p,1,0,-0.865,-0.665
600.98,150245,p,1,0,-0.87,-0.68
600.984,150246,p,1,0,-0.86,-0.69
600.988,150247,p,1,0,-0.825,-0.68
600.992,150248,p,1,0,-0.765,-0.655
600.996,150249,p,1,0,-0.745,-0.645
601.0,150250,p,1,0,-0.735,-0.64
601.004,150251,p,1,0,-0.76,-0.645
601.008,150252,p,1,0,-0.79,-0.65
601.012,150253,p,1,0,-0.795,-0.675
601.016,150254,p,1,0,-0.8,-0.675
601.02,150255,p,1,0,-0.805,-0.655
601.024,150256,p,1,0,-0.805,-0.665
601.028,150257,p,1,0,-0.835,-0.655
601.032,150258,p,1,0,-0.86,-0.64
601.036,150259,p,1,0,-0.895,-0.66
601.04,150260,p,1,0,-0.945,-0.67
601.044,150261,p,1,0,-0.995,-0.68
601.048,150262,na,0,0,-1.02,-0.675
601.052,150263,na,0,0,-1.015,-0.685
601.056,150264,na,0,0,-0.99,-0.675
601.06,150265,na,0,0,-0.975,-0.65
601.064,150266,na,0,0,-0.95,-0.63
601.068,150267,na,0,0,-0.955,-0.645
601.072,150268,na,0,0,-0.965,-0.665
601.076,150269,na,0,0,-0.98,-0.685
601.08,150270,na,0,0,-1.005,-0.675
601.084,150271,na,0,0,-1.005,-0.65
601.088,150272,N,2,0,-0.99,-0.61
601.092,150273,N,2,0,-0.96,-0.605
601.096,150274,N,2,0,-0.89,-0.66
601.1,150275,N,2,0,-0.865,-0.695
601.104,150276,N,2,0,-0.56,-0.93
601.108,150277,N,2,0,-0.255,-1.055
601.112,150278,N,2,0,0.125,-1.165
601.116,150279,N,2,0,0.605,-1.255
601.12,150280,N,2,0,1.16,-1.32
601.124,150281,N,2,0,1.69,-1.315
601.128,150282,N,2,0,2.07,-1.24
601.132,150283,N,2,0,2.115,-1.11
601.136,150284,N,2,0,1.7,-0.98
601.14,150285,N,2,0,0.785,-0.915
601.144,150286,N,2,0,-0.135,-0.875
601.148,150287,N,2,0,-1.055,-0.835
601.152,150288,N,2,0,-1.565,-0.77
601.156,150289,N,2,0,-1.305,-0.715
601.16,150290,N,2,0,-0.895,-0.66
601.164,150291,N,2,0,-0.67,-0.645
601.168,150292,na,0,0,-0.69,-0.66
601.172,150293,na,0,0,-0.805,-0.67
601.176,150294,na,0,0,-0.91,-0.665
601.18,150295,na,0,0,-0.945,-0.66
601.184,150296,na,0,0,-0.95,-0.665
601.188,150297,na,0,0,-0.92,-0.655
601.192,150298,na,0,0,-0.895,-0.65
601.196,150299,na,0,0,-0.885,-0.64
601.2,150300,na,0,0,-0.89,-0.645
601.204,150301,na,0,0,-0.905,-0.63
601.208,150302,na,0,0,-0.925,-0.65
601.212,150303,na,0,0,-0.945,-0.665
601.216,150304,na,0,0,-0.93,-0.65
601.22,150305,na,0,0,-0.905,-0.63
601.224,150306,na,0,0,-0.885,-0.615
601.228,150307,na,0,0,-0.87,-0.615
601.232,150308,na,0,0,-0.845,-0.62
601.236,150309,na,0,0,-0.845,-0.63
601.24,150310,na,0,0,-0.83,-0.635
601.244,150311,na,0,0,-0.84,-0.625
601.248,150312,t,3,0,-0.84,-0.61
601.252,150313,t,3,0,-0.835,-0.605
601.256,150314,t,3,0,-0.825,-0.605
601.26,150315,t,3,0,-0.795,-0.62
601.264,150316,t,3,0,-0.76,-0.61
601.268,150317,t,3,0,-0.775,-0.605
601.272,150318,t,3,0,-0.77,-0.61
601.276,150319,t,3,0,-0.755,-0.61
601.28,150320,t,3,0,-0.745,-0.61
601.284,150321,t,3,0,-0.715,-0.61
601.288,150322,t,3,0,-0.705,-0.61
601.292,150323,t,3,0,-0.68,-0.59
601.296,150324,t,3,0,-0.655,-0.575
601.3,150325,t,3,0,-0.645,-0.57
601.304,150326,t,3,0,-0.63,-0.565
601.308,150327,t,3,0,-0.6,-0.57
601.312,150328,t,3,0,-0.57,-0.565
601.316,150329,t,3,0,-0.55,-0.575
601.32,150330,t,3,0,-0.505,-0.565
601.324,150331,t,3,0,-0.46,-0.55
601.328,150332,t,3,0,-0.41,-0.52
601.332,150333,t,3,0,-0.385,-0.5
601.336,150334,t,3,0,-0.37,-0.505
601.34,150335,t,3,0,-0.35,-0.535
601.344,150336,t,3,0,-0.355,-0.535
601.348,150337,t,3,0,-0.345,-0.525
601.352,150338,t,3,0,-0.335,-0.505
601.356,150339,t,3,0,-0.325,-0.495
601.36,150340,t,3,0,-0.305,-0.495
601.364,150341,t,3,0,-0.29,-0.495
601.368,150342,t,3,0,-0.29,-0.52
601.372,150343,t,3,0,-0.31,-0.535
601.376,150344,t,3,0,-0.33,-0.565
601.38,150345,t,3,0,-0.355,-0.595
601.384,150346,t,3,0,-0.395,-0.61
601.388,150347,t,3,0,-0.425,-0.62
601.392,150348,t,3,0,-0.455,-0.62
601.396,150349,t,3,0,-0.495,-0.605
601.4,150350,t,3,0,-0.505,-0.595
601.404,150351,t,3,0,-0.6,-0.65
601.408,150352,t,3,0,-0.64,-0.675
601.412,150353,t,3,0,-0.665,-0.705
601.416,150354,t,3,0,-0.71,-0.695
601.42,150355,t,3,0,-0.725,-0.665
601.424,150356,t,3,0,-0.745,-0.655
601.428,150357,t,3,0,-0.75,-0.635
601.432,150358,t,3,0,-0.755,-0.67
601.436,150359,t,3,0,-0.765,-0.69
601.44,150360,na,0,0,-0.795,-0.7
601.444,150361,na,0,0,-0.81,-0.7
601.448,150362,na,0,0,-0.82,-0.7
601.452,150363,na,0,0,-0.83,-0.705
601.456,150364,na,0,0,-0.82,-0.72
601.46,150365,na,0,0,-0.82,-0.71
601.464,150366,na,0,0,-0.82,-0.705
601.468,150367,na,0,0,-0.81,-0.705
601.472,150368,na,0,0,-0.81,-0.71
601.476,150369,na,0,0,-0.825,-0.7
601.48,150370,na,0,0,-0.835,-0.72
601.484,150371,na,0,0,-0.845,-0.715
601.488,150372,na,0,0,-0.845,-0.695
601.492,150373,na,0,0,-0.825,-0.68
601.496,150374,na,0,0,-0.8,-0.67
601.5,150375,na,0,0,-0.785,-0.665
601.504,150376,na,0,0,-0.79,-0.7
601.508,150377,na,0,0,-0.805,-0.71
601.512,150378,na,0,0,-0.82,-0.7
601.516,150379,na,0,0,-0.815,-0.68
601.52,150380,na,0,0,-0.81,-0.695
601.524,150381,na,0,0,-0.805,-0.7
601.528,150382,na,0,0,-0.79,-0.71
601.532,150383,na,0,0,-0.785,-0.71
601.536,150384,na,0,0,-0.8,-0.71
601.54,150385,na,0,0,-0.825,-0.72
601.544,150386,na,0,0,-0.845,-0.715
601.548,150387,na,0,0,-0.84,-0.705
601.552,150388,na,0,0,-0.845,-0.705
601.556,150389,na,0,0,-0.84,-0.7
601.56,150390,na,0,0,-0.835,-0.68
601.564,150391,na,0,0,-0.81,-0.675
601.568,150392,na,0,0,-0.81,-0.675
601.572,150393,na,0,0,-0.825,-0.685
601.576,150394,na,0,0,-0.855,-0.695
601.58,150395,na,0,0,-0.86,-0.71
601.584,150396,na,0,0,-0.86,-0.73
601.588,150397,na,0,0,-0.84,-0.72
601.592,150398,na,0,0,-0.845,-0.72
601.596,150399,na,0,0,-0.84,-0.7
601.6,150400,na,0,0,-0.835,-0.705
601.604,150401,na,0,0,-0.84,-0.705
601.608,150402,na,0,0,-0.875,-0.705
601.612,150403,na,0,0,-0.865,-0.73
601.616,150404,na,0,0,-0.87,-0.75
601.62,150405,na,0,0,-0.88,-0.73
601.624,150406,na,0,0,-0.86,-0.705
601.628,150407,na,0,0,-0.855,-0.68
601.632,150408,na,0,0,-0.84,-0.7
601.636,150409,na,0,0,-0.845,-0.695
601.64,150410,p,1,0,-0.845,-0.73
601.644,150411,p,1,0,-0.86,-0.755
601.648,150412,p,1,0,-0.88,-0.765
601.652,150413,p,1,0,-0.895,-0.75
601.656,150414,p,1,0,-0.87,-0.725
601.66,150415,p,1,0,-0.865,-0.72
601.664,150416,p,1,0,-0.85,-0.705
601.668,150417,p,1,0,-0.85,-0.705
601.672,150418,p,1,0,-0.87,-0.71
601.676,150419,p,1,0,-0.865,-0.725
601.68,150420,p,1,0,-0.87,-0.715
601.684,150421,p,1,0,-0.835,-0.705
601.688,150422,p,1,0,-0.8,-0.69
601.692,150423,p,1,0,-0.77,-0.7
601.696,150424,p,1,0,-0.765,-0.7
601.7,150425,p,1,0,-0.77,-0.7
601.704,150426,p,1,0,-0.755,-0.685
601.708,150427,p,1,0,-0.75,-0.705
601.712,150428,p,1,0,-0.745,-0.755
601.716,150429,p,1,0,-0.735,-0.78
601.72,150430,p,1,0,-0.72,-0.77
601.724,150431,p,1,0,-0.7,-0.745
601.728,150432,p,1,0,-0.67,-0.73
601.732,150433,p,1,0,-0.66,-0.745
601.736,150434,p,1,0,-0.665,-0.76
601.74,150435,p,1,0,-0.705,-0.76
601.744,150436,p,1,0,-0.74,-0.76
601.748,150437,p,1,0,-0.745,-0.745
601.752,150438,p,1,0,-0.76,-0.735
601.756,150439,p,1,0,-0.755,-0.73
601.76,150440,na,0,0,-0.765,-0.73
601.764,150441,na,0,0,-0.775,-0.745
601.768,150442,na,0,0,-0.805,-0.735
601.772,150443,na,0,0,-0.845,-0.755
601.776,150444,na,0,0,-0.89,-0.77
601.78,150445,na,0,0,-0.915,-0.78
601.784,150446,na,0,0,-0.93,-0.78
601.788,150447,na,0,0,-0.93,-0.775
601.792,150448,na,0,0,-0.94,-0.75
601.796,150449,na,0,0,-0.945,-0.74
601.8,150450,na,0,0,-0.935,-0.735
601.804,150451,na,0,0,-0.92,-0.745
601.808,150452,na,0,0,-0.91,-0.73
601.812,150453,N,2,0,-0.925,-0.73
601.816,150454,N,2,0,-0.915,-0.715
601.82,150455,N,2,0,-0.935,-0.7
601.824,150456,N,2,0,-0.93,-0.685
601.828,150457,N,2,0,-0.945,-0.7
601.832,150458,N,2,0,-0.895,-0.74
601.836,150459,N,2,0,-0.805,-0.845
601.84,150460,N,2,0,-0.61,-0.99
601.844,150461,N,2,0,-0.3,-1.14
601.848,150462,N,2,0,0.13,-1.295
601.852,150463,N,2,0,0.665,-1.41
601.856,150464,N,2,0,1.295,-1.495
601.86,150465,N,2,0,1.87,-1.455
601.864,150466,N,2,0,2.275,-1.325
601.868,150467,N,2,0,2.245,-1.155
601.872,150468,N,2,0,1.7,-1.03
601.876,150469,N,2,0,0.79,-0.98
601.88,150470,N,2,0,-0.13,-0.96
601.884,150471,N,2,0,-1.05,-0.92
601.888,150472,N,2,0,-1.5,-0.845
601.892,150473,N,2,0,-1.155,-0.775
601.896,150474,N,2,0,-0.77,-0.72
601.9,150475,na,0,0,-0.665,-0.705
601.904,150476,na,0,0,-0.635,-0.74
601.908,150477,na,0,0,-0.79,-0.735
601.912,150478,na,0,0,-0.9,-0.745
601.916,150479,na,0,0,-0.945,-0.745
601.92,150480,na,0,0,-0.95,-0.735
601.924,150481,na,0,0,-0.915,-0.75
601.928,150482,na,0,0,-0.89,-0.72
601.932,150483,na,0,0,-0.875,-0.71
601.936,150484,na,0,0,-0.89,-0.705
601.94,150485,na,0,0,-0.895,-0.73
601.944,150486,na,0,0,-0.895,-0.74
601.948,150487,na,0,0,-0.895,-0.735
601.952,150488,na,0,0,-0.885,-0.71
601.956,150489,na,0,0,-0.855,-0.69
601.96,150490,na,0,0,-0.86,-0.685
601.964,150491,na,0,0,-0.855,-0.68
601.968,150492,na,0,0,-0.85,-0.695
601.972,150493,na,0,0,-0.835,-0.72
601.976,150494,na,0,0,-0.84,-0.735
601.98,150495,t,3,0,-0.835,-0.74
601.984,150496,t,3,0,-0.82,-0.73
601.988,150497,t,3,0,-0.81,-0.72
601.992,150498,t,3,0,-0.795,-0.705
601.996,150499,t,3,0,-0.775,-0.68
602.0,150500,t,3,0,-0.755,-0.675
602.004,150501,t,3,0,-0.74,-0.685
602.008,150502,t,3,0,-0.745,-0.715
602.012,150503,t,3,0,-0.745,-0.72
602.016,150504,t,3,0,-0.75,-0.725
602.02,150505,t,3,0,-0.745,-0.72
602.024,150506,t,3,0,-0.71,-0.68
602.028,150507,t,3,0,-0.68,-0.66
602.032,150508,t,3,0,-0.63,-0.63
602.036,150509,t,3,0,-0.6,-0.63
602.04,150510,t,3,0,-0.575,-0.655
602.044,150511,t,3,0,-0.565,-0.675
602.048,150512,t,3,0,-0.55,-0.685
602.052,150513,t,3,0,-0.55,-0.67
602.056,150514,t,3,0,-0.52,-0.66
602.06,150515,t,3,0,-0.48,-0.635
602.064,150516,t,3,0,-0.42,-0.62
602.068,150517,t,3,0,-0.395,-0.63
602.072,150518,t,3,0,-0.375,-0.64
602.076,150519,t,3,0,-0.355,-0.65
602.08,150520,t,3,0,-0.345,-0.65
602.084,150521,t,3,0,-0.335,-0.645
602.088,150522,t,3,0,-0.33,-0.635
602.092,150523,t,3,0,-0.33,-0.62
602.096,150524,t,3,0,-0.315,-0.595
602.1,150525,t,3,0,-0.31,-0.595
602.104,150526,t,3,0,-0.34,-0.65
602.108,150527,t,3,0,-0.385,-0.69
602.112,150528,t,3,0,-0.45,-0.73
602.116,150529,t,3,0,-0.5,-0.72
602.12,150530,t,3,0,-0.545,-0.715
602.124,150531,t,3,0,-0.58,-0.71
602.128,150532,t,3,0,-0.62,-0.735
602.132,150533,t,3,0,-0.665,-0.72
602.136,150534,t,3,0,-0.705,-0.745
602.14,150535,t,3,0,-0.745,-0.77
602.144,150536,t,3,0,-0.785,-0.8
602.148,150537,t,3,0,-0.82,-0.79
602.152,150538,t,3,0,-0.855,-0.795
602.156,150539,t,3,0,-0.88,-0.77
602.16,150540,t,3,0,-0.875,-0.74
602.164,150541,t,3,0,-0.88,-0.725
602.168,150542,t,3,0,-0.895,-0.78
602.172,150543,t,3,0,-0.915,-0.815
