time,index,label,train_label,interval,ch1,ch2
671.448,167862,p,1,0,-0.675,-0.29
671.452,167863,p,1,0,-0.675,-0.28
671.456,167864,p,1,0,-0.67,-0.28
671.46,167865,p,1,0,-0.66,-0.25
671.464,167866,p,1,0,-0.635,-0.235
671.468,167867,p,1,0,-0.625,-0.225
671.472,167868,p,1,0,-0.615,-0.235
671.476,167869,p,1,0,-0.615,-0.23
671.48,167870,p,1,0,-0.61,-0.235
671.484,167871,p,1,0,-0.61,-0.235
671.488,167872,p,1,0,-0.6,-0.215
671.492,167873,p,1,0,-0.575,-0.205
671.496,167874,p,1,0,-0.555,-0.18
671.5,167875,p,1,0,-0.55,-0.175
671.504,167876,p,1,0,-0.5,-0.18
671.508,167877,p,1,0,-0.485,-0.21
671.512,167878,p,1,0,-0.48,-0.23
671.516,167879,p,1,0,-0.48,-0.26
671.52,167880,p,1,0,-0.475,-0.275
671.524,167881,p,1,0,-0.475,-0.3
671.528,167882,p,1,0,-0.485,-0.315
671.532,167883,p,1,0,-0.49,-0.295
671.536,167884,p,1,0,-0.495,-0.31
671.54,167885,p,1,0,-0.51,-0.29
671.544,167886,p,1,0,-0.515,-0.29
671.548,167887,p,1,0,-0.54,-0.295
671.552,167888,p,1,0,-0.555,-0.28
671.556,167889,p,1,0,-0.575,-0.26
671.56,167890,p,1,0,-0.59,-0.26
671.564,167891,p,1,0,-0.615,-0.24
671.568,167892,p,1,0,-0.62,-0.235
671.572,167893,na,0,0,-0.615,-0.24
671.576,167894,na,0,0,-0.62,-0.245
671.58,167895,na,0,0,-0.62,-0.255
671.584,167896,na,0,0,-0.63,-0.265
671.588,167897,na,0,0,-0.625,-0.255
671.592,167898,na,0,0,-0.615,-0.24
671.596,167899,na,0,0,-0.605,-0.24
671.6,167900,na,0,0,-0.6,-0.24
671.604,167901,na,0,0,-0.59,-0.24
671.608,167902,na,0,0,-0.585,-0.24
671.612,167903,N,2,0,-0.57,-0.25
671.616,167904,N,2,0,-0.565,-0.275
671.62,167905,N,2,0,-0.555,-0.26
671.624,167906,N,2,0,-0.535,-0.26
671.628,167907,N,2,0,-0.46,-0.255
671.632,167908,N,2,0,-0.35,-0.245
671.636,167909,N,2,0,-0.215,-0.255
671.64,167910,N,2,0,-0.06,-0.255
671.644,167911,N,2,0,0.15,-0.27
671.648,167912,N,2,0,0.405,-0.305
671.652,167913,N,2,0,0.655,-0.345
671.656,167914,N,2,0,0.845,-0.44
671.66,167915,N,2,0,0.985,-0.555
671.664,167916,N,2,0,1.12,-0.69
671.668,167917,N,2,0,1.245,-0.835
671.672,167918,N,2,0,1.175,-0.99
671.676,167919,N,2,0,0.755,-1.11
671.68,167920,N,2,0,0.155,-1.18
671.684,167921,N,2,0,-0.43,-1.185
671.688,167922,N,2,0,-0.805,-1.1
671.692,167923,N,2,0,-0.945,-0.98
671.696,167924,N,2,0,-0.905,-0.83
671.7,167925,na,0,0,-0.875,-0.785
671.704,167926,na,0,0,-0.74,-0.62
671.708,167927,na,0,0,-0.705,-0.55
671.712,167928,na,0,0,-0.705,-0.47
671.716,167929,na,0,0,-0.705,-0.39
671.72,167930,na,0,0,-0.715,-0.32
671.724,167931,na,0,0,-0.72,-0.275
671.728,167932,na,0,0,-0.725,-0.245
671.732,167933,na,0,0,-0.71,-0.24
671.736,167934,na,0,0,-0.715,-0.245
671.74,167935,na,0,0,-0.72,-0.235
671.744,167936,na,0,0,-0.72,-0.235
671.748,167937,na,0,0,-0.735,-0.24
671.752,167938,na,0,0,-0.75,-0.24
671.756,167939,na,0,0,-0.745,-0.23
671.76,167940,na,0,0,-0.745,-0.215
671.764,167941,na,0,0,-0.735,-0.21
671.768,167942,na,0,0,-0.735,-0.195
671.772,167943,na,0,0,-0.735,-0.2
671.776,167944,na,0,0,-0.74,-0.21
671.78,167945,na,0,0,-0.75,-0.22
671.784,167946,na,0,0,-0.76,-0.225
671.788,167947,na,0,0,-0.76,-0.215
671.792,167948,na,0,0,-0.77,-0.2
671.796,167949,na,0,0,-0.75,-0.2
671.8,167950,na,0,0,-0.75,-0.195
671.804,167951,na,0,0,-0.755,-0.205
671.808,167952,na,0,0,-0.765,-0.215
671.812,167953,na,0,0,-0.78,-0.205
671.816,167954,na,0,0,-0.79,-0.21
671.82,167955,na,0,0,-0.8,-0.215
671.824,167956,na,0,0,-0.805,-0.2
671.828,167957,na,0,0,-0.79,-0.195
671.832,167958,na,0,0,-0.79,-0.18
671.836,167959,na,0,0,-0.79,-0.185
671.84,167960,na,0,0,-0.8,-0.19
671.844,167961,na,0,0,-0.81,-0.195
671.848,167962,na,0,0,-0.825,-0.21
671.852,167963,na,0,0,-0.84,-0.205
671.856,167964,na,0,0,-0.85,-0.19
671.86,167965,na,0,0,-0.835,-0.19
671.864,167966,t,3,0,-0.825,-0.17
671.868,167967,t,3,0,-0.83,-0.165
671.872,167968,t,3,0,-0.825,-0.175
671.876,167969,t,3,0,-0.825,-0.175
671.88,167970,t,3,0,-0.83,-0.19
671.884,167971,t,3,0,-0.825,-0.19
671.888,167972,t,3,0,-0.83,-0.175
671.892,167973,t,3,0,-0.81,-0.16
671.896,167974,t,3,0,-0.79,-0.15
671.9,167975,t,3,0,-0.785,-0.145
671.904,167976,t,3,0,-0.735,-0.14
671.908,167977,t,3,0,-0.73,-0.155
671.912,167978,t,3,0,-0.72,-0.155
671.916,167979,t,3,0,-0.71,-0.165
671.92,167980,t,3,0,-0.695,-0.16
671.924,167981,t,3,0,-0.67,-0.15
671.928,167982,t,3,0,-0.635,-0.145
671.932,167983,t,3,0,-0.61,-0.14
671.936,167984,t,3,0,-0.59,-0.145
671.94,167985,t,3,0,-0.575,-0.155
671.944,167986,t,3,0,-0.555,-0.18
671.948,167987,t,3,0,-0.555,-0.18
671.952,167988,t,3,0,-0.54,-0.195
671.956,167989,t,3,0,-0.53,-0.2
671.96,167990,t,3,0,-0.515,-0.19
671.964,167991,t,3,0,-0.52,-0.175
671.968,167992,t,3,0,-0.505,-0.18
671.972,167993,t,3,0,-0.51,-0.185
671.976,167994,t,3,0,-0.505,-0.21
671.98,167995,t,3,0,-0.52,-0.22
671.984,167996,t,3,0,-0.545,-0.225
671.988,167997,t,3,0,-0.53,-0.225
671.992,167998,t,3,0,-0.53,-0.215
671.996,167999,t,3,0,-0.525,-0.21
672.0,168000,t,3,0,-0.52,-0.205
672.004,168001,t,3,0,-0.53,-0.2
672.008,168002,t,3,0,-0.54,-0.225
672.012,168003,t,3,0,-0.555,-0.23
672.016,168004,t,3,0,-0.565,-0.23
672.02,168005,t,3,0,-0.585,-0.225
