time,index,label,train_label,interval,ch1,ch2
600.828,150207,p,1,0,0.09,0.095
600.832,150208,p,1,0,0.085,0.095
600.836,150209,p,1,0,0.085,0.095
600.84,150210,p,1,0,0.085,0.09
600.844,150211,p,1,0,0.08,0.09
600.848,150212,p,1,0,0.07,0.09
600.852,150213,p,1,0,0.065,0.085
600.856,150214,p,1,0,0.06,0.08
600.86,150215,p,1,0,0.055,0.075
600.864,150216,p,1,0,0.055,0.07
600.868,150217,p,1,0,0.055,0.07
600.872,150218,p,1,0,0.05,0.065
600.876,150219,p,1,0,0.05,0.065
600.88,150220,p,1,0,0.045,0.065
600.884,150221,p,1,0,0.04,0.06
600.888,150222,p,1,0,0.04,0.055
600.892,150223,p,1,0,0.04,0.05
600.896,150224,p,1,0,0.035,0.045
600.9,150225,p,1,0,0.03,0.04
600.904,150226,p,1,0,0.025,0.045
600.908,150227,p,1,0,0.01,0.045
600.912,150228,p,1,0,-0.005,0.045
600.916,150229,p,1,0,-0.03,0.035
600.92,150230,p,1,0,-0.05,0.025
600.924,150231,p,1,0,-0.07,0.015
600.928,150232,p,1,0,-0.085,0.0
600.932,150233,na,0,0,-0.095,-0.005
600.936,150234,na,0,0,-0.1,-0.01
600.94,150235,na,0,0,-0.105,-0.01
600.944,150236,na,0,0,-0.115,-0.01
600.948,150237,na,0,0,-0.12,-0.015
600.952,150238,na,0,0,-0.125,-0.02
600.956,150239,na,0,0,-0.13,-0.025
600.96,150240,na,0,0,-0.13,-0.03
600.964,150241,na,0,0,-0.135,-0.035
600.968,150242,na,0,0,-0.135,-0.035
600.972,150243,na,0,0,-0.14,-0.035
600.976,150244,na,0,0,-0.145,-0.035
600.98,150245,na,0,0,-0.15,-0.035
600.984,150246,na,0,0,-0.15,-0.04
600.988,150247,na,0,0,-0.15,-0.045
600.992,150248,na,0,0,-0.15,-0.05
600.996,150249,na,0,0,-0.15,-0.055
601.0,150250,na,0,0,-0.15,-0.055
601.004,150251,na,0,0,-0.145,-0.055
601.008,150252,na,0,0,-0.145,-0.06
601.012,150253,na,0,0,-0.15,-0.065
601.016,150254,na,0,0,-0.15,-0.07
601.02,150255,na,0,0,-0.145,-0.07
601.024,150256,na,0,0,-0.135,-0.07
601.028,150257,na,0,0,-0.13,-0.075
601.032,150258,N,2,0,-0.125,-0.075
601.036,150259,N,2,0,-0.125,-0.075
601.04,150260,N,2,0,-0.12,-0.07
601.044,150261,N,2,0,-0.105,-0.065
601.048,150262,N,2,0,-0.075,-0.065
601.052,150263,N,2,0,-0.035,-0.06
601.056,150264,N,2,0,0.0,-0.05
601.06,150265,N,2,0,0.025,-0.035
601.064,150266,N,2,0,0.035,-0.03
601.068,150267,N,2,0,0.035,-0.02
601.072,150268,N,2,0,0.02,-0.02
601.076,150269,N,2,0,0.0,-0.025
601.08,150270,N,2,0,-0.06,-0.035
601.084,150271,N,2,0,-0.16,-0.055
601.088,150272,N,2,0,-0.27,-0.085
601.092,150273,N,2,0,-0.395,-0.14
601.096,150274,N,2,0,-0.5,-0.18
601.1,150275,N,2,0,-0.58,-0.225
601.104,150276,N,2,0,-0.65,-0.255
601.108,150277,N,2,0,-0.7,-0.28
601.112,150278,N,2,0,-0.76,-0.31
601.116,150279,N,2,0,-0.785,-0.33
601.12,150280,N,2,0,-0.81,-0.35
601.124,150281,N,2,0,-0.815,-0.355
601.128,150282,N,2,0,-0.825,-0.365
601.132,150283,N,2,0,-0.825,-0.365
601.136,150284,N,2,0,-0.815,-0.365
601.14,150285,N,2,0,-0.82,-0.365
601.144,150286,N,2,0,-0.795,-0.355
601.148,150287,N,2,0,-0.78,-0.35
601.152,150288,N,2,0,-0.73,-0.335
601.156,150289,N,2,0,-0.69,-0.325
601.16,150290,N,2,0,-0.63,-0.3
601.164,150291,N,2,0,-0.56,-0.28
601.168,150292,N,2,0,-0.49,-0.245
601.172,150293,N,2,0,-0.415,-0.21
601.176,150294,N,2,0,-0.355,-0.185
601.18,150295,N,2,0,-0.295,-0.155
601.184,150296,N,2,0,-0.255,-0.135
601.188,150297,N,2,0,-0.215,-0.115
601.192,150298,N,2,0,-0.185,-0.1
601.196,150299,N,2,0,-0.16,-0.09
601.2,150300,N,2,0,-0.135,-0.08
601.204,150301,N,2,0,-0.12,-0.07
601.208,150302,N,2,0,-0.1,-0.06
601.212,150303,N,2,0,-0.09,-0.055
601.216,150304,N,2,0,-0.075,-0.045
601.22,150305,N,2,0,-0.065,-0.045
601.224,150306,na,0,0,-0.055,-0.035
601.228,150307,na,0,0,-0.045,-0.035
601.232,150308,na,0,0,-0.03,-0.03
601.236,150309,na,0,0,-0.02,-0.025
601.24,150310,na,0,0,-0.01,-0.02
601.244,150311,na,0,0,-0.005,-0.01
601.248,150312,na,0,0,0.0,-0.005
601.252,150313,na,0,0,0.01,-0.005
601.256,150314,na,0,0,0.025,0.0
601.26,150315,na,0,0,0.035,0.0
601.264,150316,na,0,0,0.04,0.005
601.268,150317,na,0,0,0.06,0.015
601.272,150318,na,0,0,0.06,0.02
601.276,150319,na,0,0,0.075,0.025
601.28,150320,na,0,0,0.085,0.035
601.284,150321,na,0,0,0.095,0.04
601.288,150322,na,0,0,0.105,0.045
601.292,150323,na,0,0,0.125,0.05
601.296,150324,na,0,0,0.135,0.055
601.3,150325,na,0,0,0.145,0.06
601.304,150326,t,3,0,0.165,0.065
601.308,150327,t,3,0,0.175,0.075
601.312,150328,t,3,0,0.19,0.085
601.316,150329,t,3,0,0.2,0.085
601.32,150330,t,3,0,0.215,0.09
601.324,150331,t,3,0,0.23,0.095
601.328,150332,t,3,0,0.24,0.1
601.332,150333,t,3,0,0.25,0.1
601.336,150334,t,3,0,0.25,0.1
601.34,150335,t,3,0,0.26,0.11
601.344,150336,t,3,0,0.26,0.115
601.348,150337,t,3,0,0.26,0.12
601.352,150338,t,3,0,0.25,0.115
601.356,150339,t,3,0,0.24,0.115
601.36,150340,t,3,0,0.235,0.105
601.364,150341,t,3,0,0.22,0.1
601.368,150342,t,3,0,0.22,0.1
601.372,150343,t,3,0,0.21,0.1
601.376,150344,t,3,0,0.205,0.105
601.38,150345,t,3,0,0.195,0.1
601.384,150346,t,3,0,0.185,0.1
601.388,150347,t,3,0,0.18,0.095
601.392,150348,t,3,0,0.17,0.09
601.396,150349,t,3,0,0.16,0.085
601.4,150350,t,3,0,0.155,0.085
601.404,150351,t,3,0,0.155,0.09
601.408,150352,t,3,0,0.145,0.085
601.412,150353,t,3,0,0.14,0.09
601.416,150354,t,3,0,0.135,0.085
601.42,150355,na,0,0,0.135,0.08
601.424,150356,na,0,0,0.13,0.08
601.428,150357,na,0,0,0.125,0.08
601.432,150358,na,0,0,0.125,0.08
601.436,150359,na,0,0,0.12,0.075
601.44,150360,na,0,0,0.12,0.075
601.444,150361,na,0,0,0.115,0.075
601.448,150362,na,0,0,0.12,0.075
601.452,150363,na,0,0,0.115,0.07
601.456,150364,na,0,0,0.115,0.065
601.46,150365,na,0,0,0.115,0.065
601.464,150366,na,0,0,0.11,0.06
601.468,150367,na,0,0,0.11,0.065
601.472,150368,na,0,0,0.105,0.065
601.476,150369,na,0,0,0.1,0.06
601.48,150370,na,0,0,0.085,0.06
601.484,150371,na,0,0,0.075,0.055
601.488,150372,na,0,0,0.055,0.045
601.492,150373,na,0,0,0.04,0.04
601.496,150374,na,0,0,0.02,0.035
601.5,150375,p,1,0,0.005,0.03
601.504,150376,na,0,0,-0.005,0.025
601.508,150377,na,0,0,-0.015,0.02
601.512,150378,na,0,0,-0.02,0.02
601.516,150379,na,0,0,-0.03,0.015
601.52,150380,na,0,0,-0.035,0.01
601.524,150381,na,0,0,-0.045,0.005
601.528,150382,na,0,0,-0.05,0.005
