time,index,label,train_label,interval,ch1,ch2
600.792,150198,p,1,0,-2.57,-0.515
600.796,150199,p,1,0,-2.57,-0.52
600.8,150200,p,1,0,-2.57,-0.52
600.804,150201,p,1,0,-2.57,-0.52
600.808,150202,p,1,0,-2.57,-0.52
600.812,150203,p,1,0,-2.56,-0.52
600.816,150204,p,1,0,-2.55,-0.535
600.82,150205,p,1,0,-2.53,-0.535
600.824,150206,p,1,0,-2.525,-0.525
600.828,150207,p,1,0,-2.52,-0.52
600.832,150208,p,1,0,-2.51,-0.51
600.836,150209,p,1,0,-2.51,-0.505
600.84,150210,p,1,0,-2.5,-0.515
600.844,150211,p,1,0,-2.48,-0.48
600.848,150212,p,1,0,-2.46,-0.47
600.852,150213,p,1,0,-2.47,-0.465
600.856,150214,p,1,0,-2.47,-0.46
600.86,150215,p,1,0,-2.49,-0.44
600.864,150216,p,1,0,-2.49,-0.455
600.868,150217,p,1,0,-2.49,-0.455
600.872,150218,p,1,0,-2.49,-0.47
600.876,150219,p,1,0,-2.49,-0.48
600.88,150220,p,1,0,-2.51,-0.48
600.884,150221,p,1,0,-2.525,-0.485
600.888,150222,p,1,0,-2.53,-0.485
600.892,150223,p,1,0,-2.53,-0.505
600.896,150224,p,1,0,-2.535,-0.52
600.9,150225,p,1,0,-2.55,-0.535
600.904,150226,na,0,0,-2.56,-0.535
600.908,150227,na,0,0,-2.57,-0.535
600.912,150228,na,0,0,-2.57,-0.545
600.916,150229,na,0,0,-2.58,-0.545
600.92,150230,na,0,0,-2.59,-0.545
600.924,150231,na,0,0,-2.59,-0.54
600.928,150232,na,0,0,-2.59,-0.54
600.932,150233,na,0,0,-2.575,-0.54
600.936,150234,na,0,0,-2.575,-0.54
600.94,150235,na,0,0,-2.585,-0.54
600.944,150236,na,0,0,-2.59,-0.54
600.948,150237,na,0,0,-2.57,-0.535
600.952,150238,na,0,0,-2.575,-0.54
600.956,150239,na,0,0,-2.57,-0.535
600.96,150240,na,0,0,-2.56,-0.515
600.964,150241,na,0,0,-2.56,-0.505
600.968,150242,N,2,0,-2.545,-0.495
600.972,150243,N,2,0,-2.54,-0.48
600.976,150244,N,2,0,-2.545,-0.445
600.98,150245,N,2,0,-2.54,-0.32
600.984,150246,N,2,0,-2.49,-0.075
600.988,150247,N,2,0,-2.35,0.255
600.992,150248,N,2,0,-2.14,0.67
600.996,150249,N,2,0,-1.93,1.15
601.0,150250,N,2,0,-1.71,1.66
601.004,150251,N,2,0,-1.445,1.98
601.008,150252,N,2,0,-1.17,1.985
601.012,150253,N,2,0,-0.955,1.72
601.016,150254,N,2,0,-1.035,1.19
601.02,150255,N,2,0,-1.485,0.62
601.024,150256,N,2,0,-2.17,0.21
601.028,150257,N,2,0,-2.67,-0.045
601.032,150258,N,2,0,-2.865,-0.25
601.036,150259,N,2,0,-2.835,-0.425
601.04,150260,N,2,0,-2.765,-0.55
601.044,150261,N,2,0,-2.7,-0.615
601.048,150262,N,2,0,-2.685,-0.675
601.052,150263,N,2,0,-2.715,-0.735
601.056,150264,N,2,0,-2.745,-0.785
601.06,150265,N,2,0,-2.755,-0.795
601.064,150266,N,2,0,-2.755,-0.775
601.068,150267,N,2,0,-2.74,-0.74
601.072,150268,N,2,0,-2.695,-0.695
601.076,150269,N,2,0,-2.685,-0.675
601.08,150270,N,2,0,-2.65,-0.655
601.084,150271,N,2,0,-2.62,-0.655
601.088,150272,na,0,0,-2.595,-0.66
601.092,150273,na,0,0,-2.59,-0.655
601.096,150274,na,0,0,-2.56,-0.635
601.1,150275,na,0,0,-2.57,-0.63
601.104,150276,na,0,0,-2.57,-0.625
601.108,150277,na,0,0,-2.565,-0.62
601.112,150278,na,0,0,-2.56,-0.615
601.116,150279,na,0,0,-2.56,-0.615
601.12,150280,na,0,0,-2.55,-0.605
601.124,150281,na,0,0,-2.55,-0.61
601.128,150282,na,0,0,-2.545,-0.605
601.132,150283,na,0,0,-2.54,-0.6
601.136,150284,na,0,0,-2.54,-0.595
601.14,150285,na,0,0,-2.53,-0.595
601.144,150286,na,0,0,-2.525,-0.59
601.148,150287,na,0,0,-2.515,-0.59
601.152,150288,na,0,0,-2.52,-0.585
601.156,150289,na,0,0,-2.525,-0.58
601.16,150290,na,0,0,-2.51,-0.575
601.164,150291,na,0,0,-2.51,-0.575
601.168,150292,t,3,0,-2.505,-0.57
601.172,150293,t,3,0,-2.505,-0.56
601.176,150294,t,3,0,-2.5,-0.55
601.18,150295,t,3,0,-2.49,-0.54
601.184,150296,t,3,0,-2.475,-0.54
601.188,150297,t,3,0,-2.485,-0.525
601.192,150298,t,3,0,-2.47,-0.52
601.196,150299,t,3,0,-2.455,-0.525
601.2,150300,t,3,0,-2.445,-0.5
601.204,150301,t,3,0,-2.43,-0.5
601.208,150302,t,3,0,-2.44,-0.48
601.212,150303,t,3,0,-2.425,-0.46
601.216,150304,t,3,0,-2.41,-0.44
601.22,150305,t,3,0,-2.39,-0.44
601.224,150306,t,3,0,-2.385,-0.43
601.228,150307,t,3,0,-2.375,-0.425
601.232,150308,t,3,0,-2.365,-0.4
601.236,150309,t,3,0,-2.35,-0.39
601.24,150310,t,3,0,-2.345,-0.39
601.244,150311,t,3,0,-2.33,-0.38
601.248,150312,t,3,0,-2.325,-0.375
601.252,150313,t,3,0,-2.31,-0.36
601.256,150314,t,3,0,-2.305,-0.35
601.26,150315,t,3,0,-2.3,-0.345
601.264,150316,t,3,0,-2.29,-0.35
601.268,150317,t,3,0,-2.285,-0.35
601.272,150318,t,3,0,-2.285,-0.335
601.276,150319,t,3,0,-2.275,-0.345
601.28,150320,t,3,0,-2.27,-0.355
601.284,150321,t,3,0,-2.275,-0.355
601.288,150322,t,3,0,-2.285,-0.365
601.292,150323,t,3,0,-2.285,-0.37
601.296,150324,t,3,0,-2.295,-0.39
601.3,150325,t,3,0,-2.31,-0.41
601.304,150326,t,3,0,-2.33,-0.425
601.308,150327,t,3,0,-2.36,-0.43
601.312,150328,t,3,0,-2.375,-0.44
601.316,150329,t,3,0,-2.405,-0.46
601.32,150330,t,3,0,-2.415,-0.475
601.324,150331,t,3,0,-2.44,-0.48
601.328,150332,t,3,0,-2.46,-0.485
601.332,150333,t,3,0,-2.475,-0.495
601.336,150334,t,3,0,-2.48,-0.505
601.34,150335,t,3,0,-2.5,-0.515
601.344,150336,na,0,0,-2.515,-0.52
601.348,150337,na,0,0,-2.525,-0.515
601.352,150338,na,0,0,-2.525,-0.525
601.356,150339,na,0,0,-2.51,-0.525
601.36,150340,na,0,0,-2.53,-0.525
601.364,150341,na,0,0,-2.53,-0.545
601.368,150342,na,0,0,-2.53,-0.52
601.372,150343,na,0,0,-2.53,-0.52
601.376,150344,na,0,0,-2.54,-0.52
601.38,150345,na,0,0,-2.53,-0.52
601.384,150346,na,0,0,-2.53,-0.535
601.388,150347,na,0,0,-2.53,-0.515
601.392,150348,na,0,0,-2.525,-0.52
601.396,150349,na,0,0,-2.53,-0.525
601.4,150350,na,0,0,-2.53,-0.535
601.404,150351,na,0,0,-2.53,-0.54
601.408,150352,na,0,0,-2.53,-0.54
