time,index,label,train_label,interval,ch1,ch2
601.416,150354,p,1,0,7.75,2.65
601.42,150355,p,1,0,7.745,2.65
601.424,150356,p,1,0,7.745,2.66
601.428,150357,p,1,0,7.745,2.64
601.432,150358,p,1,0,7.745,2.67
601.436,150359,p,1,0,7.745,2.685
601.44,150360,p,1,0,7.735,2.685
601.444,150361,p,1,0,7.715,2.69
601.448,150362,p,1,0,7.745,2.695
601.452,150363,p,1,0,7.75,2.72
601.456,150364,p,1,0,7.745,2.735
601.46,150365,p,1,0,7.735,2.755
601.464,150366,p,1,0,7.76,2.785
601.468,150367,p,1,0,7.715,2.805
601.472,150368,p,1,0,7.71,2.81
601.476,150369,p,1,0,7.69,2.805
601.48,150370,p,1,0,7.685,2.765
601.484,150371,p,1,0,7.7,2.745
601.488,150372,p,1,0,7.685,2.735
601.492,150373,p,1,0,7.69,2.715
601.496,150374,p,1,0,7.71,2.69
601.5,150375,p,1,0,7.71,2.66
601.504,150376,p,1,0,7.715,2.65
601.508,150377,na,0,0,7.715,2.635
601.512,150378,na,0,0,7.715,2.625
601.516,150379,na,0,0,7.715,2.62
601.52,150380,na,0,0,7.71,2.615
601.524,150381,na,0,0,7.7,2.605
601.528,150382,na,0,0,7.7,2.605
601.532,150383,na,0,0,7.71,2.62
601.536,150384,na,0,0,7.7,2.605
601.54,150385,na,0,0,7.7,2.615
601.544,150386,N,2,0,7.685,2.615
601.548,150387,N,2,0,7.725,2.615
601.552,150388,N,2,0,7.71,2.62
601.556,150389,N,2,0,7.71,2.59
601.56,150390,N,2,0,7.745,2.53
601.564,150391,N,2,0,7.735,2.435
601.568,150392,N,2,0,7.685,2.385
601.572,150393,N,2,0,7.58,2.46
601.576,150394,N,2,0,7.3,2.69
601.58,150395,N,2,0,7.0,3.015
601.584,150396,N,2,0,6.83,3.45
601.588,150397,N,2,0,6.735,3.775
601.592,150398,N,2,0,6.505,3.905
601.596,150399,N,2,0,6.1,3.92
601.6,150400,N,2,0,6.18,3.92
601.604,150401,N,2,0,6.745,3.9
601.608,150402,N,2,0,7.385,3.825
601.612,150403,N,2,0,7.785,3.555
601.616,150404,N,2,0,7.99,3.0
601.62,150405,N,2,0,7.955,2.49
601.624,150406,N,2,0,7.77,2.27
601.628,150407,N,2,0,7.665,2.125
601.632,150408,N,2,0,7.625,2.155
601.636,150409,N,2,0,7.605,2.3
601.64,150410,N,2,0,7.6,2.42
601.644,150411,N,2,0,7.57,2.49
601.648,150412,N,2,0,7.58,2.555
601.652,150413,na,0,0,7.57,2.58
601.656,150414,na,0,0,7.625,2.575
601.66,150415,na,0,0,7.6,2.58
601.664,150416,na,0,0,7.6,2.555
601.668,150417,na,0,0,7.59,2.59
601.672,150418,na,0,0,7.6,2.58
601.676,150419,na,0,0,7.59,2.58
601.68,150420,na,0,0,7.58,2.59
601.684,150421,na,0,0,7.58,2.575
601.688,150422,na,0,0,7.6,2.58
601.692,150423,na,0,0,7.58,2.58
601.696,150424,na,0,0,7.565,2.58
601.7,150425,na,0,0,7.58,2.575
601.704,150426,na,0,0,7.57,2.58
601.708,150427,na,0,0,7.59,2.58
601.712,150428,na,0,0,7.57,2.58
601.716,150429,na,0,0,7.565,2.58
601.72,150430,na,0,0,7.59,2.59
601.724,150431,na,0,0,7.545,2.58
601.728,150432,na,0,0,7.555,2.575
601.732,150433,t,3,0,7.555,2.58
601.736,150434,t,3,0,7.54,2.58
601.74,150435,t,3,0,7.53,2.58
601.744,150436,t,3,0,7.53,2.59
601.748,150437,t,3,0,7.53,2.59
601.752,150438,t,3,0,7.52,2.59
601.756,150439,t,3,0,7.505,2.59
601.76,150440,t,3,0,7.495,2.59
601.764,150441,t,3,0,7.495,2.6
601.768,150442,t,3,0,7.485,2.6
601.772,150443,t,3,0,7.48,2.57
601.776,150444,t,3,0,7.47,2.6
601.78,150445,t,3,0,7.435,2.6
601.784,150446,t,3,0,7.48,2.6
601.788,150447,t,3,0,7.435,2.6
601.792,150448,t,3,0,7.425,2.595
601.796,150449,t,3,0,7.39,2.595
601.8,150450,t,3,0,7.385,2.6
601.804,150451,t,3,0,7.365,2.605
601.808,150452,t,3,0,7.335,2.605
601.812,150453,t,3,0,7.325,2.605
601.816,150454,t,3,0,7.29,2.615
601.82,150455,t,3,0,7.265,2.625
601.824,150456,t,3,0,7.245,2.635
601.828,150457,t,3,0,7.215,2.625
601.832,150458,t,3,0,7.18,2.64
601.836,150459,t,3,0,7.135,2.605
601.84,150460,t,3,0,7.085,2.645
601.844,150461,t,3,0,7.06,2.645
601.848,150462,t,3,0,7.015,2.66
601.852,150463,t,3,0,6.99,2.645
601.856,150464,t,3,0,6.95,2.665
601.86,150465,t,3,0,6.92,2.665
601.864,150466,t,3,0,6.895,2.665
601.868,150467,t,3,0,6.88,2.665
601.872,150468,t,3,0,6.845,2.685
601.876,150469,t,3,0,6.81,2.69
601.88,150470,t,3,0,6.81,2.695
601.884,150471,t,3,0,6.795,2.705
601.888,150472,t,3,0,6.81,2.72
601.892,150473,t,3,0,6.775,2.73
601.896,150474,t,3,0,6.82,2.74
601.9,150475,t,3,0,6.865,2.78
