time,index,label,train_label,interval,ch1,ch2
601.168,150292,p,1,0,-1.27,-1.58
601.172,150293,p,1,0,-1.27,-1.58
601.176,150294,p,1,0,-1.255,-1.58
601.18,150295,p,1,0,-1.26,-1.58
601.184,150296,p,1,0,-1.26,-1.575
601.188,150297,p,1,0,-1.26,-1.57
601.192,150298,p,1,0,-1.26,-1.57
601.196,150299,p,1,0,-1.255,-1.57
601.2,150300,p,1,0,-1.26,-1.555
601.204,150301,p,1,0,-1.25,-1.545
601.208,150302,p,1,0,-1.225,-1.56
601.212,150303,p,1,0,-1.215,-1.535
601.216,150304,p,1,0,-1.205,-1.53
601.22,150305,p,1,0,-1.19,-1.53
601.224,150306,p,1,0,-1.185,-1.53
601.228,150307,p,1,0,-1.185,-1.51
601.232,150308,p,1,0,-1.18,-1.485
601.236,150309,p,1,0,-1.155,-1.48
601.24,150310,p,1,0,-1.145,-1.48
601.244,150311,p,1,0,-1.13,-1.485
601.248,150312,p,1,0,-1.14,-1.5
601.252,150313,p,1,0,-1.15,-1.525
601.256,150314,p,1,0,-1.16,-1.53
601.26,150315,p,1,0,-1.18,-1.53
601.264,150316,p,1,0,-1.16,-1.53
601.268,150317,p,1,0,-1.18,-1.54
601.272,150318,p,1,0,-1.18,-1.555
601.276,150319,p,1,0,-1.2,-1.56
601.28,150320,p,1,0,-1.225,-1.57
601.284,150321,na,0,0,-1.235,-1.585
601.288,150322,na,0,0,-1.25,-1.59
601.292,150323,na,0,0,-1.255,-1.59
601.296,150324,na,0,0,-1.26,-1.59
601.3,150325,na,0,0,-1.26,-1.59
601.304,150326,na,0,0,-1.255,-1.59
601.308,150327,na,0,0,-1.26,-1.59
601.312,150328,na,0,0,-1.26,-1.59
601.316,150329,na,0,0,-1.26,-1.595
601.32,150330,na,0,0,-1.265,-1.59
601.324,150331,na,0,0,-1.27,-1.585
601.328,150332,na,0,0,-1.29,-1.58
601.332,150333,na,0,0,-1.285,-1.575
601.336,150334,na,0,0,-1.27,-1.57
601.34,150335,N,2,0,-1.27,-1.56
601.344,150336,N,2,0,-1.285,-1.555
601.348,150337,N,2,0,-1.285,-1.56
601.352,150338,N,2,0,-1.27,-1.58
601.356,150339,N,2,0,-1.3,-1.54
601.36,150340,N,2,0,-1.39,-1.455
601.364,150341,N,2,0,-1.435,-1.285
601.368,150342,N,2,0,-1.49,-1.065
601.372,150343,N,2,0,-1.555,-0.75
601.376,150344,N,2,0,-1.525,-0.57
601.38,150345,N,2,0,-1.26,-0.57
601.384,150346,N,2,0,-0.97,-0.685
601.388,150347,N,2,0,-0.9,-0.895
601.392,150348,N,2,0,-0.76,-1.155
601.396,150349,N,2,0,-0.47,-1.46
601.4,150350,N,2,0,-0.505,-1.725
601.404,150351,N,2,0,-0.89,-1.865
601.408,150352,N,2,0,-1.255,-1.815
601.412,150353,N,2,0,-1.41,-1.68
601.416,150354,N,2,0,-1.46,-1.62
601.42,150355,N,2,0,-1.445,-1.56
601.424,150356,N,2,0,-1.425,-1.5
601.428,150357,N,2,0,-1.36,-1.475
601.432,150358,na,0,0,-1.32,-1.49
601.436,150359,na,0,0,-1.335,-1.49
601.44,150360,na,0,0,-1.33,-1.485
601.444,150361,na,0,0,-1.335,-1.475
601.448,150362,na,0,0,-1.325,-1.48
601.452,150363,na,0,0,-1.33,-1.49
601.456,150364,na,0,0,-1.335,-1.48
601.46,150365,na,0,0,-1.335,-1.475
601.464,150366,na,0,0,-1.335,-1.48
601.468,150367,na,0,0,-1.33,-1.47
601.472,150368,na,0,0,-1.33,-1.465
601.476,150369,na,0,0,-1.335,-1.47
601.48,150370,na,0,0,-1.335,-1.465
601.484,150371,na,0,0,-1.335,-1.465
601.488,150372,na,0,0,-1.335,-1.455
601.492,150373,na,0,0,-1.335,-1.46
601.496,150374,na,0,0,-1.335,-1.465
601.5,150375,na,0,0,-1.355,-1.45
601.504,150376,na,0,0,-1.335,-1.455
601.508,150377,na,0,0,-1.34,-1.445
601.512,150378,t,3,0,-1.34,-1.445
601.516,150379,t,3,0,-1.345,-1.44
601.52,150380,t,3,0,-1.35,-1.435
601.524,150381,t,3,0,-1.345,-1.435
601.528,150382,t,3,0,-1.355,-1.435
601.532,150383,t,3,0,-1.355,-1.43
601.536,150384,t,3,0,-1.35,-1.42
601.54,150385,t,3,0,-1.345,-1.415
601.544,150386,t,3,0,-1.34,-1.415
601.548,150387,t,3,0,-1.35,-1.415
601.552,150388,t,3,0,-1.35,-1.395
601.556,150389,t,3,0,-1.355,-1.405
601.56,150390,t,3,0,-1.345,-1.4
601.564,150391,t,3,0,-1.36,-1.4
