epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,learning_rate
1,1.0896894523971958,0.5624850416741176,0.9102410470567098,0.6457369516535503,0.4797395757896311,9.9977795216458e-05
2,0.8666684244111268,0.6604740804398966,0.8137684071936259,0.6751992564375807,0.5249475830275251,9.991120277927228e-05
3,0.7196113397503456,0.7101065753496181,0.6788992932656917,0.7204054586771058,0.675754288754749,9.980028840713883e-05
4,0.6286794933659291,0.7475729518466525,0.614990960534026,0.7454852614460922,0.7235982865015149,9.964516155915174e-05
5,0.5881697239234434,0.7639391833578634,0.592102249221104,0.7573996019072649,0.7444114471781048,9.94459753267815e-05
6,0.5472833597869203,0.7801756576487893,0.4908267499470129,0.8012986990009866,0.7938806717582041,9.92029262827913e-05
7,0.4932962429453755,0.8053978810533445,0.4842167467605777,0.8003814249503903,0.7967377426901663,9.891625428724389e-05
8,0.4645786623508609,0.8184048265044452,0.4768510533542168,0.8044583557582483,0.8008241172401546,9.858624225078869e-05
9,0.44723802874659935,0.8251012821643673,0.4589153411911755,0.8099832084120774,0.8056730858428072,9.821321585546274e-05
10,0.43166419044572707,0.8301352747002541,0.45861115506509453,0.8103570967185788,0.807407202883447,9.779754323328218e-05
11,0.4207647688556136,0.8330910491664507,0.4525941094247306,0.8139173693773223,0.811577374797289,9.733963460294037e-05
12,0.41104667455132243,0.8366860761279948,0.4493249291326942,0.813743358705102,0.8100267807029986,9.683994186497149e-05
13,0.4023907592422084,0.8392610047992907,0.45406305390160256,0.8120024436857642,0.8103578156201098,9.629895815577937e-05
14,0.3969717337722667,0.841390391539412,0.4427700129950919,0.8190171558682512,0.8149254412767745,9.571721736097109e-05
15,0.3914813177975995,0.8430738700063605,0.45135966379468034,0.813987317608624,0.8122148143981955,9.509529358847666e-05
16,0.38716286368537367,0.844361700858289,0.43776298296160815,0.8209735358633646,0.817906453016261,9.443380060197388e-05
17,0.38347585978563764,0.8456180963599891,0.42902398763633354,0.8224424007462292,0.8183840192050937,9.373339121517747e-05
18,0.3789953511012228,0.8469644032026592,0.43635494062086433,0.8208724580160002,0.818741908058281,9.29947566475907e-05
19,0.3755537147758997,0.8484424739553217,0.4337358387505136,0.821695683932886,0.8200880405522835,9.221862584235529e-05
20,0.37105918784587705,0.8497582632198668,0.42545533834434135,0.8228788448543083,0.8187875307466576,9.140576474687258e-05
21,0.3692851247843246,0.850326795327036,0.4232189666207244,0.8252295808094304,0.8218040526043182,9.055697555690607e-05
22,0.3650879032082028,0.8519532582913226,0.4265305879639416,0.8246364142836594,0.8221890167304314,8.96730959249105e-05
23,0.36332248351727314,0.8525179495588381,0.41854524685115346,0.8271662563812442,0.8241339222601722,8.875499813337071e-05
24,0.36122897563622014,0.8533081541284483,0.4287810049405912,0.8242163861670145,0.8229592927334981,8.780358823396361e-05
25,0.3572197575666751,0.8545824613487512,0.41803872985083884,0.8267727857682763,0.823877635367254,8.681980515339469e-05
26,0.3562894357226745,0.8550855660299111,0.41925972409364654,0.8268062065287334,0.8242062424844817,8.580461976679108e-05
27,0.3553978680518636,0.8554439366909495,0.41643245336486073,0.8267793568169198,0.8240633002600707,8.475903393956452e-05
28,0.3523034798471551,0.8566168201597113,0.4167135179769702,0.8275380323572856,0.8255833199902012,8.368407953869117e-05
29,0.35137091672908494,0.8568847263068483,0.41518352344268705,0.8287770050327953,0.8249903017244083,8.258081741438405e-05
30,0.3495165637710638,0.8574801212862918,0.4113023153892377,0.8287141628381682,0.8257574323002856,8.145033635316133e-05
31,0.3476427035373554,0.8581572053028129,0.41284741642998485,0.8286336558621105,0.8261545181350752,8.029375200334601e-05
32,0.34665108877315853,0.8585799012267799,0.41255776693181295,0.8294096879842805,0.8263582976751273,7.911220577405497e-05
33,0.34476560580800153,0.8595451803235282,0.4119570084461352,0.8297584260382304,0.8273175760934812,7.790686370876688e-05
34,0.3441417083057047,0.8596387481131749,0.4116012570334644,0.8296745215974203,0.8263899570496315,7.667891533457729e-05
35,0.34154359238189563,0.8605994578690557,0.41165146304339895,0.8295461244699431,0.8266003761654535,7.542957248827974e-05
36,0.3411368617885991,0.8608023060692681,0.41104569667723123,0.8302348532327791,0.8272110273600827,7.416006812042846e-05
37,0.33989287938988,0.8612217146750779,0.41093143748074046,0.8297676269601031,0.8265607670915781,7.287165507856527e-05
38,0.33888671446961965,0.8618955099791811,0.4103188925400013,0.8306146612981471,0.8279535079233177,7.156560487081065e-05
39,0.33839391128361573,0.8619589216527883,0.4045119558165713,0.8318705864068938,0.828935602170001,7.024320641103864e-05
40,0.3365091812192348,0.8627133062708447,0.4019721830036582,0.833288031380351,0.8293643870660827,6.89057647468737e-05
41,0.3345415776933146,0.8633642562648707,0.4079035404251843,0.8312481045722961,0.8274153246318801,6.755459977176697e-05
42,0.3333694229000493,0.8638980677950452,0.408196557949229,0.8329341949486151,0.82955533663467,6.619104492242063e-05
43,0.33314982108902513,0.8642098349437379,0.40697779379239896,0.8319991594407616,0.8281124981822047,6.481644586284714e-05
44,0.331683674925252,0.8645647356384679,0.4039362559958202,0.8327295780181885,0.8294789916155806,6.343215915636071e-05
45,0.33041894069889133,0.8653004817795336,0.40582547609399006,0.8321715898630095,0.8290204988095489,6.203955092681409e-05
46,0.32941297202082404,0.8656793198390313,0.41073757700803804,0.8317499814963922,0.8290957556682629,6.063999551039771e-05
47,0.3286751451199515,0.8658496399371944,0.40533285751575376,0.8316439724550014,0.8287322429473724,5.923487409933705e-05
48,0.3288724107003351,0.8656935730175666,0.4062504906479905,0.8330905074026527,0.8301523953617302,5.7825573378822865e-05
49,0.3275779640814017,0.8663273429312901,0.4081978670707563,0.8317571892970945,0.8284295071852164,5.641348415851945e-05
50,0.3262009671208454,0.8667072779253909,0.40368749819150784,0.8327568478700591,0.8290172043126005,5.500000000000361e-05
51,0.3252953836443829,0.8670289171369452,0.40373472360576074,0.83228293133945,0.8278277874642089,5.3586515841487735e-05
52,0.3240175343047806,0.8677346880672968,0.4079236748015008,0.832287501998064,0.8291023992799331,5.21744266211843e-05
53,0.3231915022894653,0.8679375407988565,0.40550389813213816,0.83356066011801,0.8303168418046347,5.076512590067016e-05
54,0.3220450897314395,0.8685113721423678,0.4079859278550962,0.832934665970686,0.8301942900826894,4.936000448960951e-05
55,0.3224619616541946,0.8679269412804765,0.4094100387358084,0.8318919248697234,0.8288480194556394,4.7960449073192635e-05
56,0.32222135112299555,0.8682511365204527,0.4074887905905886,0.8331307245463859,0.8300425377568811,4.656784084364528e-05
57,0.3221302063841569,0.8683680986103258,0.4079839449103286,0.8327957115522245,0.8296243063075582,4.5183554137158364e-05
58,0.3207316192967153,0.8689031837976466,0.40770385141779736,0.8323630763263237,0.8289231164895698,4.380895507758414e-05
59,0.31999209296633624,0.8691274161227265,0.4032359086885685,0.8322214847657738,0.8284913993565863,4.244540022823715e-05
60,0.31919913996032806,0.869375955640224,0.40925633834629527,0.8327434135646354,0.8299589824503921,4.1094235253129704e-05
61,0.318638514182721,0.8695206903574759,0.4104471842690212,0.831319164939043,0.8286723224623438,3.975679358896427e-05
62,0.31914591806673864,0.8696804158171715,0.40422195014430257,0.8335793061954219,0.8306173200024429,3.843439512919202e-05
63,0.31820873820293716,0.8695281855544151,0.4063343576541761,0.8325819489432544,0.8292031288813262,3.7128344921437536e-05
64,0.3180488515318486,0.8698757761403134,0.4104360331122468,0.8313189265204639,0.8288878132241753,3.5839931879574544e-05
65,0.3175128567637059,0.8698076082949053,0.4087350026863377,0.8316888256770808,0.8291029231550511,3.4570427511723324e-05
66,0.3176247843524866,0.8700755165334333,0.40689268017687447,0.8336423926237153,0.8300636806716462,3.332108466542584e-05
67,0.3161496114835404,0.8706117021410089,0.41178480335851997,0.8305890952668539,0.827210356956894,3.209313629123644e-05
68,0.31683565754639476,0.8701206560720477,0.40756060728212684,0.8326955132368135,0.8287781563391231,3.0887794225948407e-05
69,0.31552173101414016,0.8708695601998714,0.41060398773449225,0.8317424175215931,0.8291807108465958,2.9706247996657515e-05
70,0.3150299170561004,0.8713410503683034,0.4056337115968146,0.8321538829221958,0.8291434263581148,2.8549663646842125e-05
71,0.31542909424207366,0.8710365901913559,0.40732550402966944,0.8330265428961777,0.8297595648103901,2.7419182585619587e-05
72,0.3144143859893955,0.8712599099728099,0.40863985695490024,0.8322785351334548,0.8296512118274112,2.6315920461312566e-05
73,0.3144405552169733,0.8714598382425587,0.4102307023798547,0.8316732339742707,0.8289507964285339,2.5240966060439302e-05
74,0.3141354578628875,0.8717858617068731,0.40722337764937705,0.8317667449392924,0.8285584738508062,2.4195380233212403e-05
75,0.31328412053877847,0.8717957288898223,0.40741361277859384,0.8321283823106347,0.8292028793988429,2.3180194846608505e-05
76,0.31351195842201945,0.8716795022724665,0.4098985907508106,0.8310591389493245,0.8280471282827332,2.2196411766039406e-05
77,0.31281173264074047,0.8722580817707798,0.4087385368056414,0.8321291411795267,0.8291167229046159,2.1245001866632016e-05
78,0.31385375062624615,0.8714817689176191,0.4097724149866802,0.8326775126340913,0.8296951956821947,2.032690407509194e-05
79,0.31239756976651867,0.8722334134648417,0.4116389704186742,0.832332003407362,0.8294125468819964,1.944302444309619e-05
80,0.31213436053510296,0.872030924983889,0.4089237306176162,0.8319475054740906,0.8287214921373125,1.8594235253129404e-05
81,0.31195067627388134,0.8723978853365134,0.4087975995569694,0.832225649822049,0.8292381181496805,1.778137415764655e-05
82,0.31220189599614395,0.8719837759670458,0.410539802981586,0.8316253336464486,0.8284103874142962,1.7005243352410967e-05
