time,index,label,train_label,wave_form
1.556,389,a,2,-0.13010355110362026
1.56,390,a,2,-0.13196639839512125
1.564,391,a,2,-0.14488751076898523
1.568,392,a,2,-0.175707666241557
1.572,393,a,2,-0.25803298472040587
1.576,394,a,2,-0.3215554757187812
1.58,395,a,2,-0.3033477863299518
1.584,396,a,2,-0.11005581857470746
1.588,397,a,2,-0.012851642356466578
1.592,398,a,2,0.047332447359815386
1.596,399,a,2,0.10492592760939136
1.6,400,a,2,0.22219099896580288
1.604,401,a,2,0.3359872977886237
1.608,402,a,2,0.28069998816958763
1.612,403,a,2,0.19423173913093597
1.616,404,a,2,0.09519163068678493
1.62,405,a,2,0.020493221062033058
1.624,406,a,2,0.050803532524509996
1.6280000000000001,407,a,2,0.05690349204612392
1.6320000000000001,408,a,2,0.037917871730939086
1.6360000000000001,409,a,2,0.0013825913051308818
1.6400000000000001,410,a,2,-0.049944094334519525
1.6440000000000001,411,a,2,-0.0997124750834577
1.6480000000000001,412,a,2,-0.12218984889117092
1.6520000000000001,413,a,2,-0.13017121912546617
1.6560000000000001,414,na,0,-0.10808333078463248
1.6600000000000001,415,na,0,-0.12617149482367407
1.6640000000000001,416,na,0,-0.14135547953305133
1.6680000000000001,417,na,0,-0.13549370121784932
1.6720000000000002,418,na,0,-0.12014490390010081
1.6760000000000002,419,na,0,-0.12384341900752412
1.6800000000000002,420,na,0,-0.13334502444202315
1.6840000000000002,421,na,0,-0.1428216201694259
1.6880000000000002,422,na,0,-0.15688503653668018
1.6920000000000002,423,na,0,-0.13260760326400306
1.6960000000000002,424,na,0,-0.128699444254113
1.7000000000000002,425,na,0,-0.1339813950790587
1.704,426,na,0,-0.14219596887397956
1.708,427,na,0,-0.14138726106507665
1.712,428,na,0,-0.13412995611938638
1.716,429,na,0,-0.13215160593748568
1.72,430,na,0,-0.1228296241942546
1.724,431,na,0,-0.12893995251202292
1.728,432,na,0,-0.13320902324203507
1.732,433,na,0,-0.12118247974248166
1.736,434,na,0,-0.12073109878252557
1.74,435,na,0,-0.1292112081600078
1.744,436,na,0,-0.1296565660990716
1.748,437,na,0,-0.12490695882861874
1.752,438,na,0,-0.11842864444118686
1.756,439,t,3,-0.11615152846891076
1.76,440,t,3,-0.10097728459676851
1.764,441,t,3,-0.10463356686613659
1.768,442,t,3,-0.10550396958431216
1.772,443,t,3,-0.10381545344541152
1.776,444,t,3,-0.10053360792254197
1.78,445,t,3,-0.08747251648659723
1.784,446,t,3,-0.08010117058486729
1.788,447,t,3,-0.07813626231089929
1.792,448,t,3,-0.08096877344718079
1.796,449,t,3,-0.07005573215006465
1.8,450,t,3,-0.055008851666944476
1.804,451,t,3,-0.03965317928354292
1.808,452,t,3,-0.036573532186387904
1.812,453,t,3,-0.02173226548411516
1.816,454,t,3,-0.020209693847151242
1.82,455,t,3,-0.0033861514557346826
1.824,456,t,3,-0.0014581645830565437
1.828,457,t,3,0.009653141160181861
1.832,458,t,3,0.031539768083068694
1.836,459,t,3,0.02757497540710981
1.84,460,t,3,0.026997277279442587
1.844,461,t,3,0.032883139886524554
1.848,462,t,3,0.039978386109249635
1.852,463,t,3,0.037541350877894716
1.856,464,t,3,0.03775758521277637
1.86,465,t,3,0.041887906969858765
1.864,466,t,3,0.04499771315078061
1.868,467,t,3,0.04346719005200894
1.872,468,t,3,0.03598895600753777
1.8760000000000001,469,t,3,0.034856383124628174
1.8800000000000001,470,t,3,0.03313676357032914
1.8840000000000001,471,t,3,0.030065231152934406
1.8880000000000001,472,t,3,0.029036245576032696
1.8920000000000001,473,t,3,0.01796889170508602
1.8960000000000001,474,t,3,-0.0019086631558778494
1.9000000000000001,475,t,3,-0.027903022329046605
1.9040000000000001,476,t,3,-0.027168522777336706
1.908,477,t,3,-0.04211931834296083
1.912,478,t,3,-0.05392867463839409
1.916,479,t,3,-0.06631231212840216
