time,index,label,train_label,wave_form
1.62,405,p,1,-0.049852303268582754
1.624,406,p,1,-0.04644457898824708
1.6280000000000001,407,p,1,-0.041953512442204605
1.6320000000000001,408,p,1,-0.03686119789390859
1.6360000000000001,409,p,1,-0.033525315438769056
1.6400000000000001,410,p,1,-0.03473144473369136
1.6440000000000001,411,p,1,-0.03806685941794247
1.6480000000000001,412,p,1,-0.03998602313189424
1.6520000000000001,413,p,1,-0.03827613884969962
1.6560000000000001,414,p,1,-0.03376140941948211
1.6600000000000001,415,p,1,-0.0346337765870169
1.6640000000000001,416,p,1,-0.038158842483710195
1.6680000000000001,417,p,1,-0.04221928253693183
1.6720000000000002,418,p,1,-0.04742969714951678
1.6760000000000002,419,p,1,-0.05531515305904617
1.6800000000000002,420,p,1,-0.058998666600348866
1.6840000000000002,421,na,0,-0.06350571552060774
1.6880000000000002,422,na,0,-0.0669337279056589
1.6920000000000002,423,na,0,-0.06868307465292516
1.6960000000000002,424,na,0,-0.06813571772132994
1.7000000000000002,425,na,0,-0.06637555034053919
1.7040000000000002,426,na,0,-0.06542957130132378
1.7080000000000002,427,na,0,-0.07002239933802021
1.7120000000000002,428,na,0,-0.0694142316084201
1.7160000000000002,429,na,0,-0.07093614312011305
1.7200000000000002,430,na,0,-0.07347271268401442
1.7240000000000002,431,na,0,-0.07256181950079715
1.7280000000000002,432,na,0,-0.07097342805433171
1.732,433,na,0,-0.06964076301702676
1.736,434,na,0,-0.06408666998660696
1.74,435,na,0,-0.05767963438502044
1.744,436,na,0,-0.056649120517586825
1.748,437,a,2,-0.0560303008815441
1.752,438,a,2,-0.05823403502455705
1.756,439,a,2,-0.05958377916426897
1.76,440,a,2,-0.08305411581432917
1.764,441,a,2,-0.10407040997890486
1.768,442,a,2,-0.09918272381904433
1.772,443,a,2,-0.0937441172319215
1.776,444,a,2,-0.03535497212128373
1.78,445,a,2,0.057898061703050195
1.784,446,a,2,0.20448812673743255
1.788,447,a,2,0.36885928785013333
1.792,448,a,2,0.5413277756457289
1.796,449,a,2,0.7036833097509043
1.8,450,a,2,0.7807736747390602
1.804,451,a,2,0.7757397550625953
1.808,452,a,2,0.6392615013383371
1.812,453,a,2,0.42954867583150147
1.816,454,a,2,0.19729363032886327
1.82,455,a,2,0.026324308195881878
1.824,456,a,2,-0.0210122275441056
1.828,457,a,2,-0.03398193818103304
1.832,458,na,0,-0.030095739103555008
1.836,459,na,0,-0.0257499296269949
1.84,460,na,0,-0.031105767552769045
1.844,461,na,0,-0.03414009873388613
1.848,462,na,0,-0.03766505386585878
1.852,463,na,0,-0.04001268617058104
1.856,464,na,0,-0.04995278703696358
1.86,465,na,0,-0.058828237165774615
1.864,466,na,0,-0.06573049206682326
1.868,467,na,0,-0.06051901738415038
1.872,468,na,0,-0.05430970353563879
1.8760000000000001,469,na,0,-0.04924443000041831
1.8800000000000001,470,na,0,-0.04955696418814201
1.8840000000000001,471,na,0,-0.04924129577251784
1.8880000000000001,472,na,0,-0.048328738353864906
1.8920000000000001,473,na,0,-0.05480732570389416
1.8960000000000001,474,na,0,-0.0569760586855463
1.9000000000000001,475,na,0,-0.0534737659522923
1.904,476,na,0,-0.047205416099663854
1.908,477,na,0,-0.03786750885318398
1.912,478,na,0,-0.03591555057163155
1.916,479,na,0,-0.03297688037095842
1.92,480,na,0,-0.03414585973134113
1.924,481,na,0,-0.030686665877055465
1.928,482,na,0,-0.02842083439133507
1.932,483,na,0,-0.026053539476806057
1.936,484,na,0,-0.029666244974728712
1.94,485,na,0,-0.034980345412722595
1.944,486,na,0,-0.034053736131537
1.948,487,na,0,-0.027687319918189384
1.952,488,na,0,-0.026754997550851103
1.956,489,t,3,-0.023743738734947367
1.96,490,t,3,-0.020337912465545612
1.964,491,t,3,-0.015406380544404926
1.968,492,t,3,-0.010739181443310803
1.972,493,t,3,-0.00039400469763357227
1.976,494,t,3,0.004932515958776645
1.98,495,t,3,0.008390255974179616
1.984,496,t,3,0.014960272348333309
1.988,497,t,3,0.022066740384698694
1.992,498,t,3,0.02400760716909921
1.996,499,t,3,0.030051496838801532
2.0,500,t,3,0.03736558293977638
2.004,501,t,3,0.043887726379707795
2.008,502,t,3,0.052710210908938133
2.012,503,t,3,0.0591130589675856
2.016,504,t,3,0.06790235512253122
2.02,505,t,3,0.07750308043977557
2.024,506,t,3,0.08561171399953815
2.028,507,t,3,0.09584875638758532
2.032,508,t,3,0.10495780446240922
2.036,509,t,3,0.1121089025966332
2.04,510,t,3,0.12128301770223625
2.044,511,t,3,0.13483157018539907
2.048,512,t,3,0.13686274325517042
2.052,513,t,3,0.13604879977285056
2.056,514,t,3,0.13929599851839922
2.06,515,t,3,0.1485805733065259
2.064,516,t,3,0.1560007141759706
2.068,517,t,3,0.16024864138944414
2.072,518,t,3,0.16393993698513515
2.076,519,t,3,0.1617722924484759
2.08,520,t,3,0.15884378625907652
2.084,521,t,3,0.1528984119736996
2.088,522,t,3,0.14429174414610438
2.092,523,t,3,0.13240629747379984
2.096,524,t,3,0.1177575927398305
2.1,525,t,3,0.10355643808969517
2.104,526,t,3,0.09242235063316614
2.108,527,t,3,0.08494825056364781
2.112,528,t,3,0.0725796103587935
2.116,529,t,3,0.05827672619446172
2.12,530,t,3,0.04367810396194477
2.124,531,t,3,0.029509432225568965
2.128,532,t,3,0.01844993931862581
2.132,533,t,3,0.010749785406434615
2.136,534,t,3,0.0035712222516801773
2.14,535,t,3,-0.0042124165803900495
2.144,536,t,3,-0.010483712654655057
2.148,537,t,3,-0.010755753940811269
2.152,538,t,3,-0.012074962520020875
2.156,539,t,3,-0.0282098816368827
2.16,540,na,0,-0.03520089663428662
2.164,541,na,0,-0.03486857764365394
2.168,542,na,0,-0.03540292428699616
2.172,543,na,0,-0.03498606767881448
2.176,544,na,0,-0.03533238227821328
2.18,545,na,0,-0.03503212802032284
2.184,546,na,0,-0.03529448569293537
2.1879999999999997,547,na,0,-0.03518465771759218
2.192,548,na,0,-0.03871191526943549
2.1959999999999997,549,na,0,-0.04407276258660807
2.2,550,na,0,-0.04696419853734101
2.2039999999999997,551,na,0,-0.047218244516937374
2.208,552,na,0,-0.04738456240174842
2.2119999999999997,553,na,0,-0.047222636906733444
2.216,554,na,0,-0.047381313330095695
2.2199999999999998,555,na,0,-0.04710197517114489
2.224,556,na,0,-0.043938701253872205
2.2279999999999998,557,na,0,-0.03823471480382545
2.232,558,na,0,-0.0356631529656127
2.2359999999999998,559,na,0,-0.035233182079985714
2.24,560,na,0,-0.03866511884013348
2.2439999999999998,561,na,0,-0.04411383481714406
2.248,562,na,0,-0.046928240152268444
2.252,563,na,0,-0.047249852603961306
2.2560000000000002,564,na,0,-0.047356714530752485
2.26,565,na,0,-0.04724760990006025
2.2640000000000002,566,na,0,-0.04735340588075368
2.268,567,na,0,-0.04725090404350155
2.2720000000000002,568,na,0,-0.04735066160653502
2.276,569,na,0,-0.04725305057950343
2.2800000000000002,570,na,0,-0.047349086060567314
2.284,571,na,0,-0.04725456257436894
2.288,572,na,0,-0.04734211329770959
2.292,573,na,0,-0.04738440673990716
2.296,574,na,0,-0.050776923571159045
2.3,575,na,0,-0.05625870201290883
2.304,576,na,0,-0.0590405494844405
2.308,577,na,0,-0.059394557860094226
2.312,578,na,0,-0.05946930947034764
2.316,579,na,0,-0.059391946036016816
2.32,580,na,0,-0.059466366910999276
2.324,581,na,0,-0.059394960584680405
2.328,582,na,0,-0.05946373000665673
2.332,583,na,0,-0.05939726546259687
2.336,584,na,0,-0.05946167813259569
2.34,585,na,0,-0.05939912364029531
2.344,586,na,0,-0.05945997379949829
2.348,587,na,0,-0.059400700282073844
2.352,588,na,0,-0.059458507828815475
2.356,589,na,0,-0.059402066470492856
2.36,590,na,0,-0.05945723477580972
2.364,591,na,0,-0.059403249970464686
2.368,592,na,0,-0.059456139581554296
2.372,593,na,0,-0.05940425621432359
2.376,594,na,0,-0.05945522457094486
2.38,595,na,0,-0.05940507619289109
2.384,596,na,0,-0.0594545049151089
2.388,597,na,0,-0.059405688687251976
2.392,598,na,0,-0.05945400809783362
2.396,599,na,0,-0.059406059433205864
2.4,600,na,0,-0.05945377597780787
2.404,601,na,0,-0.059406137836760894
2.408,602,na,0,-0.05945386940823326
2.412,603,na,0,-0.05940585078980772
2.416,604,na,0,-0.059454376349412225
2.42,605,na,0,-0.059405092095454824
2.424,606,na,0,-0.05945542567067823
2.428,607,na,0,-0.05940370434534784
2.432,608,na,0,-0.05945721116777865
2.436,609,na,0,-0.05940144671219758
2.44,610,na,0,-0.05946003536565245
2.444,611,na,0,-0.05939793439588369
2.448,612,na,0,-0.059464394816555625
2.452,613,na,0,-0.05939251584802372
2.456,614,na,0,-0.059471161281777166
2.46,615,na,0,-0.05938399750904391
2.464,616,na,0,-0.05948201454540811
2.468,617,na,0,-0.05936993459565172
2.472,618,na,0,-0.05950066491170637
2.476,619,na,0,-0.059344384713300294
2.48,620,na,0,-0.05953734191668318
2.484,621,na,0,-0.05928783560807068
2.488,622,na,0,-0.059635705951194225
2.492,623,na,0,-0.05906952245140672
2.496,624,na,0,-0.06158104165398654
2.5,625,p,1,-0.06503379362815705
2.504,626,p,1,-0.0657808902878621
2.508,627,p,1,-0.06238836365158695
2.512,628,p,1,-0.05674932690318431
2.516,629,p,1,-0.05871676090576438
2.52,630,p,1,-0.05325239390740027
2.524,631,p,1,-0.04324281823358136
2.528,632,p,1,-0.040332088079296204
2.532,633,p,1,-0.03946974708600308
2.536,634,p,1,-0.03586435762241562
2.54,635,p,1,-0.03245184327727537
2.544,636,p,1,-0.027020872847325298
2.548,637,p,1,-0.022984806510284898
2.552,638,p,1,-0.024288588458697295
2.556,639,p,1,-0.03372664805262091
2.56,640,p,1,-0.039127347458492744
2.564,641,p,1,-0.03997184731502917
2.568,642,p,1,-0.035585061056517424
2.572,643,p,1,-0.033655967023896685
2.576,644,p,1,-0.03612754379155566
2.58,645,p,1,-0.04037846843468527
2.584,646,p,1,-0.044186666939186506
2.588,647,p,1,-0.051710888646117455
2.592,648,p,1,-0.05740290324370584
2.596,649,p,1,-0.06114402146070343
2.5999999999999996,650,p,1,-0.06542242841665627
2.604,651,na,0,-0.06802163693426634
2.6079999999999997,652,na,0,-0.06506965874583423
2.612,653,na,0,-0.05859444541695047
2.6159999999999997,654,na,0,-0.05338208411110875
2.62,655,na,0,-0.05563769455582542
2.6239999999999997,656,na,0,-0.05816876906921978
2.628,657,na,0,-0.057450148654709585
2.6319999999999997,658,na,0,-0.06394272279746446
2.636,659,na,0,-0.07020386287943427
2.6399999999999997,660,na,0,-0.07149487878733432
2.644,661,na,0,-0.07054503611403246
2.6479999999999997,662,na,0,-0.06817400285275826
2.652,663,na,0,-0.06644591887852022
2.6559999999999997,664,a,2,-0.06400196271447324
2.66,665,a,2,-0.05956275056909658
2.6639999999999997,666,a,2,-0.056923411828099464
2.668,667,a,2,-0.059335684970236884
2.6719999999999997,668,a,2,-0.06394694566881452
2.676,669,a,2,-0.08794158741165983
2.6799999999999997,670,a,2,-0.10342964878213676
2.684,671,a,2,-0.09021396610232738
2.6879999999999997,672,a,2,-0.05118828006462011
2.692,673,a,2,0.04392373028260658
2.6959999999999997,674,a,2,0.17439063879662972
2.7,675,a,2,0.3351281899980883
2.7039999999999997,676,a,2,0.5025446833045267
2.708,677,a,2,0.6579369876075593
2.7119999999999997,678,a,2,0.7610881795963309
2.716,679,a,2,0.7754189487553896
2.7199999999999998,680,a,2,0.6676933901705923
2.724,681,a,2,0.4712347881845264
2.7279999999999998,682,a,2,0.2388369493123906
2.732,683,a,2,0.06161361776440447
2.7359999999999998,684,a,2,-0.011083100346257771
2.74,685,a,2,-0.015434984427444618
2.7439999999999998,686,a,2,-0.011346024887879577
2.7479999999999998,687,a,2,-0.01792984313969681
2.752,688,a,2,-0.02891630205907559
2.756,689,a,2,-0.03224531865775955
2.76,690,na,0,-0.036556925545526496
2.764,691,na,0,-0.03796894643567113
2.768,692,na,0,-0.04354796515976005
2.772,693,na,0,-0.04800939956265862
2.776,694,na,0,-0.05220549322183761
2.78,695,na,0,-0.051850406014990975
2.784,696,na,0,-0.046252486435484914
2.788,697,na,0,-0.04607657430977445
2.792,698,na,0,-0.04797912876299883
2.796,699,na,0,-0.04955731914713079
2.8,700,na,0,-0.04700714638968892
2.804,701,na,0,-0.04422175560985423
2.808,702,na,0,-0.04646460061218979
2.812,703,na,0,-0.042681268064757236
2.816,704,na,0,-0.04063520220685849
2.82,705,na,0,-0.036199523641811504
2.824,706,na,0,-0.03571525353062464
2.828,707,na,0,-0.03355518652647234
2.832,708,na,0,-0.033729996312226604
2.836,709,na,0,-0.0327463802894406
