time,index,label,train_label,wave_form
1.24,310,a,2,-0.05415454695986876
1.244,311,a,2,-0.019635796648490564
1.248,312,a,2,-0.056496422678189606
1.252,313,a,2,-0.06454776545988114
1.256,314,a,2,-0.07564710303792557
1.26,315,a,2,-0.041300815799475185
1.264,316,a,2,-0.038600728336706094
1.268,317,a,2,-0.02364540932269484
1.272,318,a,2,0.01239033014226527
1.276,319,a,2,0.22065645040835052
1.28,320,a,2,0.4674469231513765
1.284,321,a,2,0.6751265608332645
1.288,322,a,2,0.8085857447165474
1.292,323,a,2,0.7707452566621816
1.296,324,a,2,0.6332822373430671
1.3,325,a,2,0.4259916766136401
1.304,326,a,2,0.2755233587154395
1.308,327,a,2,0.18722996155896526
1.312,328,a,2,0.12898902912402951
1.316,329,a,2,0.10515094667782719
1.32,330,a,2,0.1215384763867623
1.324,331,a,2,0.057452152187067215
1.328,332,a,2,0.02333285939947396
1.332,333,a,2,0.03894070394824363
1.336,334,na,0,-0.022527631745491678
1.34,335,na,0,0.033763127723421306
1.344,336,na,0,0.007716331214184326
1.348,337,na,0,-0.012487982388262583
1.352,338,na,0,-0.019465476722180505
1.356,339,na,0,-0.016523220358256048
1.3599999999999999,340,na,0,-0.051014473123346726
1.3639999999999999,341,na,0,-0.006488755729436232
1.3679999999999999,342,na,0,-0.0014008236989185036
1.3719999999999999,343,na,0,-0.014019645371243287
1.376,344,na,0,-0.018111957149352962
1.38,345,na,0,-0.0009223828338336574
1.384,346,na,0,-0.031038740493303647
1.388,347,na,0,-0.03232007175312959
1.392,348,na,0,-0.012143924054641172
1.396,349,na,0,-0.015184199495266103
1.4,350,na,0,-0.023915906470507935
1.404,351,na,0,0.002456431017880232
1.408,352,na,0,-0.038967161801577145
1.412,353,na,0,-0.014260933802076306
1.416,354,na,0,-0.004690485000777972
1.42,355,na,0,-0.056604841047285644
1.424,356,na,0,-0.013394026098335418
1.428,357,na,0,-0.0034248022195222895
1.432,358,na,0,-0.006065077059271477
1.436,359,na,0,-0.0389995424163725
1.44,360,na,0,-0.01769951764092323
1.444,361,na,0,-0.014053036217161344
1.448,362,na,0,-0.007609636518212636
1.452,363,na,0,-0.016421435494822466
1.456,364,na,0,-0.00840548377713746
1.46,365,na,0,-0.017585550256008407
1.464,366,na,0,-0.008437887505494578
1.468,367,t,3,-0.00180279082737014
1.472,368,t,3,0.0060504280485974065
1.476,369,t,3,-0.016351608039512293
1.48,370,t,3,0.028256297978599697
